Timestamp,Which college are you from?,City,Public/Private,CAPS,KEY,Education,  Is anyone from your family into Entrepreneurship?  ,Which year of college are you in currently? ,It’s easy to find the right mentor in college for my startup. ,My college and college clubs develop my entrepreneurial skills and abilities ,My institution has introduced courses in order to keep us in touch with growing wave of entrepreneurship in the country ,My family would support me if I shift my focus to unconventional or entrepreneurial activities ,If I decide to be an entrepreneur family support will be an important factor for me ,I’ll readily get mental and executional support from my peers for my venture ,It is easy for me to get funding for my startup from alumni or outside ,My country has created an ecosystem that enables young entrepreneurs to pursue their passion ,My college is located in a city which is active in entrepreneurship ,How likely are you to take up entrepreneurship as a career? ,diff_Q1,diff_Q2,diff_Q3,diff_Q4,diff_Q5,diff_Q6,diff_Q7,diff_Q8,diff_Q9,Educational,Relational,Structural,diff_Edu,diff_Rel,diff_Str
03-10-2023 01:32,IIT Ropar ,Ropar,Public,IIT ROPAR ,20,"Engineering, Science and Management",No One,3,3,5,5,3,4,4,3,4,2,4,1,-1,-1,1,0,0,1,0,2,4.33,3.67,3,-0.33,0.33,1
03-10-2023 01:33,IIT Ropar ,Ropar,Public,IIT ROPAR ,20,"Engineering, Science and Management",No One,2,3,3,5,4,5,4,3,4,2,2,-1,-1,-3,-2,-3,-2,-1,-2,0,3.67,4.33,3,-1.67,-2.33,-1
3-13-2023 16:22:55,IIT Ropar ,Ropar,Public,IIT ROPAR ,20,"Engineering, Science and Management",No One,2,4,5,3,5,5,3,5,3,3,5,1,0,2,0,0,2,0,2,2,4,4.33,3.67,1,0.67,1.33
3-13-2023 16:23:57,IIT Ropar ,Ropar,Public,IIT ROPAR ,20,"Engineering, Science and Management",No One,3,3,4,2,4,5,3,4,3,2,2,-1,-2,0,-2,-3,-1,-2,-1,0,3,4,3,-1,-2,-1
03-03-2023 23:34,IIT Roorkee,Roorkee,Public,IIT ROORKEE,21,"Engineering, Science and Management",No One,1,4,3,4,2,4,4,4,4,3,4,0,1,0,2,0,0,0,0,1,3.67,3.33,3.67,0.33,0.67,0.33
02-09-2023 21:28,IIT Roorkee ,Roorkee,Public,IIT ROORKEE ,21,"Engineering, Science and Management",No One,2,3,3,1,5,3,3,4,3,1,2,-1,-1,1,-3,-1,-1,-2,-1,1,2.33,3.67,2.67,-0.33,-1.67,-0.67
02-11-2023 10:46,IIT Roorkee ,Roorkee,Public,IIT ROORKEE ,21,"Engineering, Science and Management",No One,2,3,3,4,4,5,3,3,3,1,4,1,1,0,0,-1,1,1,1,3,3.33,4,2.33,0.67,0,1.67
2-27-2023 17:43:12,IIT Roorkee ,Roorkee,Public,IIT ROORKEE ,21,"Engineering, Science and Management",No One,3,3,2,2,4,4,4,3,4,1,3,0,1,1,-1,-1,-1,0,-1,2,2.33,4,2.67,0.67,-1,0.33
3-13-2023 16:10:47,IIT Roorkee ,Roorkee,Public,IIT ROORKEE ,21,"Science, Arts, Commerce, Education, Law and Management",No One,3,2,5,2,5,5,5,5,3,2,3,1,-2,1,-2,-2,-2,-2,0,1,3,5,3.33,0,-2,-0.33
2-14-2023 10:44:32,IITR,Roorkee,Public,IITR,21,"Science, Arts, Commerce, Education, Law and Management",No One,2,3,3,1,3,4,3,3,3,2,2,-1,-1,1,-1,-2,-1,-1,-1,0,2.33,3.33,2.67,-0.33,-1.33,-0.67
02-08-2023 14:45,NITK,Mangalore,Public,NITK,22,"Science, Arts, Commerce, Education, Law and Management",No One,2,2,3,2,1,5,1,2,4,1,5,3,2,3,4,0,4,3,1,4,2.33,2.33,2.33,2.67,2.67,2.67
02-08-2023 14:45,NITK,Mangalore,Public,NITK,22,Engineering and Science,No One,2,3,4,2,4,4,4,4,4,2,3,0,-1,1,-1,-1,-1,-1,-1,1,3,4,3.33,0,-1,-0.33
02-08-2023 14:47,NITK,Mangalore,Public,NITK,22,Engineering and Science,No One,2,2,2,1,3,4,2,3,5,1,3,1,1,2,0,-1,1,0,-2,2,1.67,3,3,1.33,0,0
02-08-2023 14:47,NITK,Mangalore,Public,NITK,22,Engineering and Science,Mother,2,3,4,4,4,5,4,2,3,3,3,0,-1,-1,-1,-2,-1,1,0,0,3.67,4.33,2.67,-0.67,-1.33,0.33
02-08-2023 14:59,Nitk,Mangalore,Public,NITK,22,Engineering and Science,No One,2,4,4,3,3,5,4,5,2,2,1,-3,-3,-2,-2,-4,-3,-4,-1,-1,3.67,4,3,-2.67,-3,-2
02-08-2023 15:00,Nitk,Mangalore,Public,NITK,22,Engineering and Science,No One,4,4,3,2,3,3,4,2,3,3,3,-1,0,1,0,0,-1,1,0,0,3,3.33,2.67,0,-0.33,0.33
02-08-2023 15:05,NITK,Mangalore,Public,NITK,22," Engineering, Management, law, and Medicine",No One,2,3,2,3,4,5,4,4,4,2,3,0,1,0,-1,-2,-1,-1,-1,1,2.67,4.33,3.33,0.33,-1.33,-0.33
02-08-2023 15:07,Nitk,Mangalore,Public,NITK,22," Engineering, Management, law, and Medicine",No One,2,2,5,4,4,3,4,3,2,2,2,0,-3,-2,-2,-1,-2,-1,0,0,3.67,3.67,2.33,-1.67,-1.67,-0.33
02-08-2023 15:07,Nitk,Mangalore,Public,NITK,22," Engineering, Management, law, and Medicine",No One,2,2,3,1,5,4,4,2,2,2,3,1,0,2,-2,-1,-1,1,1,1,2,4.33,2,1,-1.33,1
02-08-2023 15:10,NITK,Mangalore,Public,NITK,22," Engineering, Management, law, and Medicine",Father,2,3,4,3,2,4,4,3,4,3,2,-1,-2,-1,0,-2,-2,-1,-2,-1,3.33,3.33,3.33,-1.33,-1.33,-1.33
02-08-2023 15:39,NITK,Mangalore,Public,NITK,22,"Engineering, Architecture, and Planning",No One,3,1,3,3,5,5,4,3,3,2,5,4,2,2,0,0,1,2,2,3,2.33,4.67,2.67,2.67,0.33,2.33
02-08-2023 15:57,NITK,Mangalore,Public,NITK,22,"Engineering, Architecture, and Planning",No One,2,3,4,3,2,5,4,3,4,3,4,1,0,1,2,-1,0,1,0,1,3.33,3.67,3.33,0.67,0.33,0.67
02-08-2023 16:02,NITK,Mangalore,Public,NITK,22,"Engineering, Architecture, and Planning",Father,2,1,3,1,2,5,3,2,2,3,4,3,1,3,2,-1,1,2,2,1,1.67,3.33,2.33,2.33,0.67,1.67
02-08-2023 16:12,NITK,Mangalore,Public,NITK,22,"Engineering, Architecture, and Planning",Father,2,3,4,2,4,3,4,3,3,2,2,-1,-2,0,-2,-1,-2,-1,-1,0,3,3.67,2.67,-1,-1.67,-0.67
02-08-2023 16:15,NITK,Mangalore,Public,NITK,22,"Engineering, Management, Law, Arts, and Design",No One,3,2,1,1,3,5,4,1,1,4,3,1,2,2,0,-2,-1,2,2,-1,1.33,4,2,1.67,-1,1
02-08-2023 16:48,NITK,Mangalore,Public,NITK,22,"Engineering, Management, Law, Arts, and Design",No One,2,2,2,2,5,5,5,3,3,3,5,3,3,3,0,0,0,2,2,2,2,5,3,3,0,2
02-08-2023 17:17,NITK,Mangalore,Public,NITK,22,"Engineering, Management, Law, Arts, and Design",No One,2,2,3,2,4,4,4,3,4,3,3,1,0,1,-1,-1,-1,0,-1,0,2.33,4,3.33,0.67,-1,-0.33
02-09-2023 10:40,Nitk,Mangalore,Public,NITK,22,"Engineering, Management, Law, Arts, and Design",No One,2,4,4,4,4,4,4,4,5,3,5,1,1,1,1,1,1,1,0,2,4,4,4,1,1,1
02-09-2023 21:12,NITK,Mangalore,Public,NITK,22,"Engineering, Management, Law, Arts, and Design",No One,2,1,2,3,3,4,4,3,2,1,4,3,2,1,1,0,0,1,2,3,2,3.67,2,2,0.33,2
2-15-2023 19:14:12,NITK,Mangalore,Public,NITK,22,Engineering and Management ,No One,2,4,5,3,4,4,5,5,4,2,5,1,0,2,1,1,0,0,1,3,4,4.33,3.67,1,0.67,1.33
2-24-2023 22:45:44,NITK,Mangalore,Public,NITK,22,Engineering and Management ,No One,1,1,3,4,5,4,4,2,3,3,5,4,2,1,0,1,1,3,2,2,2.67,4.33,2.67,2.33,0.67,2.33
2-27-2023 12:04:52,NITK,Mangalore,Public,NITK,22,Engineering and Management ,No One,2,4,3,2,3,2,4,3,3,2,3,-1,0,1,0,1,-1,0,0,1,3,3,2.67,0,0,0.33
2-27-2023 14:14:42,NITK,Mangalore,Public,NITK,22,Engineering and Management ,Grandparents,4,1,1,2,3,3,4,3,4,3,5,4,4,3,2,2,1,2,1,2,1.33,3.33,3.33,3.67,1.67,1.67
2-27-2023 14:42:49,NITK,Mangalore,Public,NITK,22,Engineering and Management ,No One,2,1,2,2,3,5,2,2,1,2,2,1,0,0,-1,-3,0,0,1,0,1.67,3.33,1.67,0.33,-1.33,0.33
3-13-2023 15:30:13,NITK,Mangalore,Public,NITK,22,"Engineering, Architecture, and Planning",No One,2,3,3,4,4,3,3,4,5,4,4,1,1,0,0,1,1,0,-1,0,3.33,3.33,4.33,0.67,0.67,-0.33
3-13-2023 16:23:55,NITK,Mangalore,Public,NITK,22,"Engineering, Architecture, and Planning",No One,3,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
3-13-2023 22:11:45,Nitk,Mangalore,Public,NITK,22,"Engineering, Architecture, and Planning",Father,2,3,3,3,3,2,2,2,3,3,4,1,1,1,1,2,2,2,1,1,3,2.33,2.67,1,1.67,1.33
02-08-2023 14:48,NITK ,Mangalore,Public,NITK ,22,"Engineering, Architecture, and Planning",No One,2,3,4,2,5,3,4,1,3,5,1,-2,-3,-1,-4,-2,-3,0,-2,-4,3,4,3,-2,-3,-2
02-08-2023 14:54,NITK ,Mangalore,Public,NITK ,22,Engineering and Management,No One,2,2,4,4,5,4,2,2,3,2,2,0,-2,-2,-3,-2,0,0,-1,0,3.33,3.67,2.33,-1.33,-1.67,-0.33
02-08-2023 14:55,NITK ,Mangalore,Public,NITK ,22,Engineering and Management,No One,2,3,4,3,3,5,4,2,3,2,2,-1,-2,-1,-1,-3,-2,0,-1,0,3.33,4,2.33,-1.33,-2,-0.33
02-08-2023 15:07,NITK ,Mangalore,Public,NITK ,22,Engineering and Management,No One,2,3,3,4,4,3,4,4,4,4,5,2,2,1,1,2,1,1,1,1,3.33,3.67,4,1.67,1.33,1
02-08-2023 15:30,Nitk ,Mangalore,Public,NITK ,22,Engineering and Management,No One,1,1,1,1,5,5,2,2,5,2,1,0,0,0,-4,-4,-1,-1,-4,-1,1,4,3,0,-3,-2
02-08-2023 16:15,NITK Surathkal,Mangalore,Public,NITK SURATHKAL,22,Engineering and Management,No One,3,1,2,3,4,3,4,1,3,2,2,1,0,-1,-2,-1,-2,1,-1,0,2,3.67,2,0,-1.67,0
02-08-2023 19:12,NITK Surathkal,Mangalore,Public,NITK SURATHKAL,22,Engineering and Management,No One,1,1,2,2,3,4,5,1,3,3,5,4,3,3,2,1,0,4,2,2,1.67,4,2.33,3.33,1,2.67
2-25-2023 0:14:11,NITK surathkal,Mangalore,Public,NITK SURATHKAL,22,Engineering and Management,No One,2,2,3,2,5,5,5,4,4,2,3,1,0,1,-2,-2,-2,-1,-1,1,2.33,5,3.33,0.67,-2,-0.33
02-08-2023 16:20,NITK Surathkal ,Mangalore,Public,NITK SURATHKAL ,22,"Engineering, Technology, and Architecture",No One,2,3,4,3,3,4,4,4,5,5,4,1,0,1,1,0,0,0,-1,-1,3.33,3.67,4.67,0.67,0.33,-0.67
02-08-2023 16:46,NITK Surathkal ,Mangalore,Public,NITK SURATHKAL ,22,"Engineering, Technology, and Architecture",No One,2,1,4,5,2,4,3,4,3,3,3,2,-1,-2,1,-1,0,-1,0,0,3.33,3,3.33,-0.33,0,-0.33
02-08-2023 17:24,NITK Surathkal ,Mangalore,Public,NITK SURATHKAL ,22,Engineering and Management,Father,2,2,4,1,3,4,3,4,4,5,5,3,1,4,2,1,2,1,1,0,2.33,3.33,4.33,2.67,1.67,0.67
02-08-2023 16:06,Nitk suratkal ,Mangalore,Public,NITK SURATKAL ,22,Engineering and Management,No One,1,1,2,1,2,5,1,1,1,1,5,4,3,4,3,0,4,4,4,4,1.33,2.67,1,3.67,2.33,4
02-08-2023 16:00,NITK-Surathkal,Mangalore,Public,NITK-SURATHKAL,22,Engineering and Management,No One,2,2,3,3,4,4,4,3,2,1,4,2,1,1,0,0,0,1,2,3,2.67,4,2,1.33,0,2
02-08-2023 18:29,National Institute of technology Karnataka,Mangalore,Public,NATIONAL INSTITUTE OF TECHNOLOGY KARNATAKA,22,Engineering and Management,No One,2,3,4,3,4,4,4,4,3,3,3,0,-1,0,-1,-1,-1,-1,0,0,3.33,4,3.33,-0.33,-1,-0.33
2-24-2023 23:46:06,National Institute of Technology Karnataka,Mangalore,Public,NATIONAL INSTITUTE OF TECHNOLOGY KARNATAKA,22,Engineering and Management,No One,2,3,4,5,4,4,4,3,3,2,2,-1,-2,-3,-2,-2,-2,-1,-1,0,4,4,2.67,-2,-2,-0.67
02-08-2023 14:45,National Institute of Technology Karnataka ,Mangalore,Public,NATIONAL INSTITUTE OF TECHNOLOGY KARNATAKA ,22,Engineering and Management,No One,2,3,3,2,4,4,4,3,4,2,3,0,0,1,-1,-1,-1,0,-1,1,2.67,4,3,0.33,-1,0
02-09-2023 15:13,National institute of technology Karnataka ,Mangalore,Public,NATIONAL INSTITUTE OF TECHNOLOGY KARNATAKA ,22,Engineering and Management,No One,2,2,5,3,5,5,5,3,4,3,4,2,-1,1,-1,-1,-1,1,0,1,3.33,5,3.33,0.67,-1,0.67
2-24-2023 21:49:06,National Institute of Technology Karnataka ,Mangalore,Public,NATIONAL INSTITUTE OF TECHNOLOGY KARNATAKA ,22,Engineering and Management,Father,1,2,2,4,4,4,4,4,3,4,4,2,2,0,0,0,0,0,1,0,2.67,4,3.67,1.33,0,0.33
2-25-2023 10:39:47,National institute of technology Karnataka ,Mangalore,Public,NATIONAL INSTITUTE OF TECHNOLOGY KARNATAKA ,22,Engineering and Management,No One,2,2,1,1,5,5,3,4,3,3,5,3,4,4,0,0,2,1,2,2,1.33,4.33,3.33,3.67,0.67,1.67
02-08-2023 14:49,"National Institute of Technology Karnataka, Surathkal",Mangalore,Public,"NATIONAL INSTITUTE OF TECHNOLOGY KARNATAKA, SURATHKAL",22,Engineering and Management,No One,2,2,2,1,4,4,5,4,3,2,4,2,2,3,0,0,-1,0,1,2,1.67,4.33,3,2.33,-0.33,1
02-08-2023 14:57,"National Institute of Technology Karnataka, Surathkal",Mangalore,Public,"NATIONAL INSTITUTE OF TECHNOLOGY KARNATAKA, SURATHKAL",22,Engineering and Management,No One,2,3,4,4,5,5,5,4,4,3,3,0,-1,-1,-2,-2,-2,-1,-1,0,3.67,5,3.67,-0.67,-2,-0.67
02-08-2023 16:33,"National Institute of Technology Karnataka, Surathkal",Mangalore,Public,"NATIONAL INSTITUTE OF TECHNOLOGY KARNATAKA, SURATHKAL",22,Engineering and Management,No One,2,2,3,1,1,1,4,3,3,2,3,1,0,2,2,2,-1,0,0,1,2,2,2.67,1,1,0.33
02-08-2023 19:59,"NATIONAL INSTITUTE OF TECHNOLOGY KARNATAKA, SURATHKAL",Mangalore,Public,"NATIONAL INSTITUTE OF TECHNOLOGY KARNATAKA, SURATHKAL",22,"Engineering, Science and Management",No One,3,2,2,2,1,4,2,2,1,2,3,1,1,1,2,-1,1,1,2,1,2,2.33,1.67,1,0.67,1.33
3-13-2023 15:48:23,"National Institute of Technology Karnataka, Surathkal ",Mangalore,Public,"NATIONAL INSTITUTE OF TECHNOLOGY KARNATAKA, SURATHKAL ",22,"Engineering, Science and Management",No One,2,3,2,1,4,5,5,2,3,1,4,1,2,3,0,-1,-1,2,1,3,2,4.67,2,2,-0.67,2
02-08-2023 16:11,National Institute of Technology Surathkal ,Mangalore,Public,NATIONAL INSTITUTE OF TECHNOLOGY SURATHKAL ,22,"Engineering, Science and Management",No One,2,3,1,1,5,1,3,3,3,1,3,0,2,2,-2,2,0,0,0,2,1.67,3,2.33,1.33,0,0.67
02-08-2023 15:30,National institute of technology Surathkal karnatka ,Mangalore,Public,NATIONAL INSTITUTE OF TECHNOLOGY SURATHKAL KARNATKA ,22,"Engineering, Science and Management",No One,2,2,2,1,1,3,2,4,2,4,2,0,0,1,1,-1,0,-2,0,-2,1.67,2,3.33,0.33,0,-1.33
2-24-2023 21:47:16,"National institute of technology, Karnataka",Mangalore,Public,"NATIONAL INSTITUTE OF TECHNOLOGY, KARNATAKA",22,"Engineering, Science and Management",No One,2,2,3,2,5,5,2,3,3,3,4,2,1,2,-1,-1,2,1,1,1,2.33,4,3,1.67,0,1
02-08-2023 14:49,NIT K ,Mangalore,Public,NIT K ,22,"Engineering, Science and Management",No One,2,3,2,2,3,5,4,2,3,2,4,1,2,2,1,-1,0,2,1,2,2.33,4,2.33,1.67,0,1.67
02-09-2023 01:03,NIT Karnataka,Mangalore,Public,NIT KARNATAKA,22,"Engineering, Science and Management",No One,2,2,2,3,5,5,3,4,4,1,5,3,3,2,0,0,2,1,1,4,2.33,4.33,3,2.67,0.67,2
2-27-2023 11:39:52,NIT Karnataka,Mangalore,Public,NIT KARNATAKA,22,"Engineering, Science and Management",No One,2,2,4,2,3,5,3,4,3,2,4,2,0,2,1,-1,1,0,1,2,2.67,3.67,3,1.33,0.33,1
02-08-2023 15:16,"NIT KARNATAKA, SURATHKAL",Mangalore,Public,"NIT KARNATAKA, SURATHKAL",22,"Engineering, Science and Management",No One,1,1,1,1,5,5,4,4,1,1,5,4,4,4,0,0,1,1,4,4,1,4.67,2,4,0.33,3
03-01-2023 15:32,"NIT Surathkal, Karnataka",Mangalore,Public,"NIT SURATHKAL, KARNATAKA",22,"Engineering, Science and Management",No One,1,4,4,3,4,1,4,3,2,3,3,-1,-1,0,-1,2,-1,0,1,0,3.67,3,2.67,-0.67,0,0.33
3-13-2023 17:04:24,Nit suratkal ,Mangalore,Public,NIT SURATKAL ,22,"Engineering, Science and Management",No One,2,1,1,1,4,3,4,2,4,1,5,4,4,4,1,2,1,3,1,4,1,3.67,2.33,4,1.33,2.67
2-24-2023 22:20:31,"The National Institute of Technology, Surathkal, Karnataka ",Mangalore,Public,"THE NATIONAL INSTITUTE OF TECHNOLOGY, SURATHKAL, KARNATAKA ",22,"Engineering, Science and Management",No One,2,2,2,1,3,4,3,2,4,2,2,0,0,1,-1,-2,-1,0,-2,0,1.67,3.33,2.67,0.33,-1.33,-0.67
13-03-2023 22:11,Nitk,Mangalore,Public,NITK,22,"Engineering, Science and Management",Father,2,3,3,3,3,2,2,2,3,3,4,1,1,1,1,2,2,2,1,1,3,2.33,2.67,1,1.67,1.33
02-11-2023 11:29,Banaras hindu university,Varanasi,Public,BANARAS HINDU UNIVERSITY,23,"Engineering, Science and Management",No One,1,5,5,5,5,5,5,5,5,5,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,5,5,-4,-4,-4
02-11-2023 11:19,Banaras Hindu University ,Varanasi,Public,BANARAS HINDU UNIVERSITY ,23,"Engineering, Science and Management",No One,1,1,1,1,5,5,1,1,1,1,5,4,4,4,0,0,4,4,4,4,1,3.67,1,4,1.33,4
02-11-2023 11:23,Banaras Hindu University Varanasi Uttar Pradesh ,Varanasi,Public,BANARAS HINDU UNIVERSITY VARANASI UTTAR PRADESH ,23,"Engineering, Science and Management",No One,1,3,4,5,4,5,4,1,3,2,3,0,-1,-2,-1,-2,-1,2,0,1,4,4.33,2,-1,-1.33,1
2-27-2023 19:26:15,IIT BHU,Varanasi,Public,IIT BHU,24,"Engineering, Science and Management",No One,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
03-03-2023 16:42,IIT BHU,Varanasi,Public,IIT BHU,24,"Engineering, Science and Management",No One,2,4,4,3,3,3,3,2,3,2,3,-1,-1,0,0,0,0,1,0,1,3.67,3,2.33,-0.67,0,0.67
3-13-2023 16:21:02,"IIT, BHU",Varanasi,Public,"IIT, BHU",24,"Engineering, Science and Management",Grandparents,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0
03-05-2023 14:11,Indian Institute of Technology Bhubaneswar ,Varanasi,Public,INDIAN INSTITUTE OF TECHNOLOGY BHUBANESWAR ,24,"Engineering, Science and Management",No One,2,3,3,3,4,4,4,4,3,4,4,1,1,1,0,0,0,0,1,0,3,4,3.67,1,0,0.33
03-10-2023 11:50,IIT Varanasi,Varanasi,Public,IIT VARANASI,24,"Engineering, Science and Management",Father,2,3,3,3,4,5,3,3,4,3,4,1,1,1,0,-1,1,1,0,1,3,4,3.33,1,0,0.67
3-13-2023 16:20:17,KIIT,Bhubaneshwar,Private,KIIT,25,"Engineering, Science and Management",Father,2,3,4,4,4,3,4,4,4,4,4,1,0,0,0,1,0,0,0,0,3.67,3.67,4,0.33,0.33,0
3-13-2023 15:57:28,KIIT ,Bhubaneshwar,Private,KIIT ,25,"Engineering, Science and Management",Father,1,3,3,2,5,5,3,3,3,1,3,0,0,1,-2,-2,0,0,0,2,2.67,4.33,2.33,0.33,-1.33,0.67
3-13-2023 15:58:17,KIIT ,Bhubaneshwar,Private,KIIT ,25,"Engineering, Science and Management",Father,4,4,2,2,5,5,3,3,3,1,2,-2,0,0,-3,-3,-1,-1,-1,1,2.67,4.33,2.33,-0.67,-2.33,-0.33
02-10-2023 18:40,Kalinga Institute of Industrial Technology,Bhubaneshwar,Private,KALINGA INSTITUTE OF INDUSTRIAL TECHNOLOGY,25,"Engineering, Science and Management",No One,5,4,5,5,2,3,4,2,4,5,2,-2,-3,-3,0,-1,-2,0,-2,-3,4.67,3,3.67,-2.67,-1,-1.67
03-03-2023 23:35,KLE Belgaum,Belgaum,Private,KLE BELGAUM,26,"Engineering, Science and Management",Father,2,3,3,3,2,4,3,2,3,3,3,0,0,0,1,-1,0,1,0,0,3,3,2.67,0,0,0.33
03-03-2023 23:38,KLE Belgaum,Belgaum,Private,KLE BELGAUM,26,"Engineering, Science and Management",No One,1,1,3,3,1,5,3,2,2,2,2,1,-1,-1,1,-3,-1,0,0,0,2.33,3,2,-0.33,-1,0
03-06-2023 23:41,Kle belgaum,Belgaum,Private,KLE BELGAUM,26,"Engineering, Science and Management",Father,2,3,3,3,2,4,3,2,2,3,2,-1,-1,-1,0,-2,-1,0,0,-1,3,3,2.33,-1,-1,-0.33
03-06-2023 23:42,Kle Belgaum,Belgaum,Private,KLE BELGAUM,26,"Engineering, Science and Management",Father,3,2,4,3,3,5,4,3,3,3,3,1,-1,0,0,-2,-1,0,0,0,3,4,3,0,-1,0
2-26-2023 22:13:07,KLE TECHNOLOGICAL UNIVERSITY,Huballi,Private,KLE TECHNOLOGICAL UNIVERSITY,29,"Engineering, Science and Management",No One,2,3,3,3,3,3,4,3,3,5,5,2,2,2,2,2,1,2,2,0,3,3.33,3.67,2,1.67,1.33
2-26-2023 21:42:07,"KLE Technological University, Hubli",Huballi,Private,"KLE TECHNOLOGICAL UNIVERSITY, HUBLI",29,"Engineering, Science and Management",No One,2,3,4,3,3,3,3,3,3,3,3,0,-1,0,0,0,0,0,0,0,3.33,3,3,-0.33,0,0
2-26-2023 21:41:26,KLE technology University Hubli BVB,Huballi,Private,KLE TECHNOLOGY UNIVERSITY HUBLI BVB,29,"Engineering, Science and Management",No One,2,4,5,4,4,4,3,4,4,4,1,-3,-4,-3,-3,-3,-2,-3,-3,-3,4.33,3.67,4,-3.33,-2.67,-3
2-26-2023 22:42:01,KLEIT Hubli,Huballi,Private,KLEIT HUBLI,29,"Engineering, Science and Management",No One,1,1,2,2,4,5,3,1,4,4,5,4,3,3,1,0,2,4,1,1,1.67,4,3,3.33,1,2
3-13-2023 16:19:23,LPU,Phagwara,Private,LPU,27,"Engineering, Science and Management",No One,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
03-05-2023 11:13,LPU ,Phagwara,Private,LPU ,27,"Engineering, Science and Management",Grandparents,4,1,3,3,5,5,4,5,3,2,4,3,1,1,-1,-1,0,-1,1,2,2.33,4.67,3.33,1.67,-0.67,0.67
03-05-2023 11:14,LPU ,Phagwara,Private,LPU ,27,"Engineering, Science and Management",No One,3,2,4,4,4,5,5,5,3,2,2,0,-2,-2,-2,-3,-3,-3,-1,0,3.33,4.67,3.33,-1.33,-2.67,-1.33
3-13-2023 15:46:59,LPU ,Phagwara,Private,LPU ,27,"Engineering, Science and Management",No One,2,5,5,3,5,3,5,5,3,1,4,-1,-1,1,-1,1,-1,-1,1,3,4.33,4.33,3,-0.33,-0.33,1
3-13-2023 15:48:12,LPU ,Phagwara,Private,LPU ,27,"Engineering, Science and Management",Father,4,5,5,5,5,5,5,5,3,2,3,-2,-2,-2,-2,-2,-2,-2,0,1,5,5,3.33,-2,-2,-0.33
3-13-2023 17:32:28,Mahipal institute of Technology ,Manipal,Private,MAHIPAL INSTITUTE OF TECHNOLOGY ,28,"Engineering, Science and Management",No One,3,3,3,2,4,4,4,3,4,2,4,1,1,2,0,0,0,1,0,2,2.67,4,3,1.33,0,1
2-27-2023 19:26:59,Manipal institute of technology ,Manipal,Private,MANIPAL INSTITUTE OF TECHNOLOGY ,28,"Engineering, Science and Management",No One,3,3,3,3,4,3,3,4,4,2,3,0,0,0,-1,0,0,-1,-1,1,3,3.33,3.33,0,-0.33,-0.33
03-06-2023 14:37,Manipal institute of Technology ,Manipal,Private,MANIPAL INSTITUTE OF TECHNOLOGY ,28,"Engineering, Science and Management",No One,4,3,3,3,4,3,3,2,4,2,2,-1,-1,-1,-2,-1,-1,0,-2,0,3,3.33,2.67,-1,-1.33,-0.67
3-13-2023 15:16:22,Manipal institute of Technology ,Manipal,Private,MANIPAL INSTITUTE OF TECHNOLOGY ,28,"Engineering, Science and Management",No One,4,3,3,3,4,4,3,3,4,2,3,0,0,0,-1,-1,0,0,-1,1,3,3.67,3,0,-0.67,0
03-03-2023 16:30,Manipal university ,Manipal,Private,MANIPAL UNIVERSITY ,28,"Engineering, Science and Management",Sibling,1,3,4,2,4,4,3,2,4,2,4,1,0,2,0,0,1,2,0,2,3,3.67,2.67,1,0.33,1.33
3-13-2023 15:40:26,MANIT Bhopal,Bhopal,Public,MANIT BHOPAL,32,"Engineering, Science and Management",Sibling,2,2,2,1,4,5,4,1,2,3,2,0,0,1,-2,-3,-2,1,0,-1,1.67,4.33,2,0.33,-2.33,0
3-13-2023 15:42:00,MANIT Bhopal,Bhopal,Public,MANIT BHOPAL,32,"Engineering, Science and Management",Father,4,1,2,2,5,5,5,4,4,2,5,4,3,3,0,0,0,1,1,3,1.67,5,3.33,3.33,0,1.67
3-13-2023 20:16:35,MNIT Jaipur,Jaipur,Public,MNIT JAIPUR,30,"Engineering, Science and Management",No One,3,2,2,1,3,5,3,2,4,3,2,0,0,1,-1,-3,-1,0,-2,-1,1.67,3.67,3,0.33,-1.67,-1
3-13-2023 20:18:28,MNIT jaipur,Jaipur,Public,MNIT JAIPUR,30,"Engineering, Science and Management",Sibling,4,3,3,2,5,5,4,3,4,1,2,-1,-1,0,-3,-3,-2,-1,-2,1,2.67,4.67,2.67,-0.67,-2.67,-0.67
3-13-2023 20:28:50,MNIT Jaipur,Jaipur,Public,MNIT JAIPUR,30,"Engineering, Science and Management",No One,4,3,4,2,4,5,4,3,4,3,4,1,0,2,0,-1,0,1,0,1,3,4.33,3.33,1,-0.33,0.67
3-13-2023 20:20:21,MNIT jaipur ,Jaipur,Public,MNIT JAIPUR ,30,"Engineering, Science and Management",No One,4,3,2,1,3,4,4,2,3,3,1,-2,-1,0,-2,-3,-3,-1,-2,-2,2,3.67,2.67,-1,-2.67,-1.67
16-03-2023 12:22,NIT Jaipur,Jaipur,Public,NIT JAIPUR,30,"Engineering, Science and Management",No One,2,2,2,2,3,3,4,4,4,4,4,2,2,2,1,1,0,0,0,0,2,3.33,4,2,0.67,0
